CALLING_ISDN,CALL_STA_TIME,CREDIT_CHARGED
1202002017,2/15/2017 19:51,250
1202002017,2/1/2017 7:49,0
1202002017,2/5/2017 15:37,0
1202002017,2/5/2017 1:02,0
1202002017,2/5/2017 21:23,0
1202002017,2/13/2017 21:53,0
1202002017,2/13/2017 21:39,0
1202002017,2/11/2017 16:15,0
1202002017,2/8/2017 21:59,0
1202002017,2/13/2017 22:05,0
1202002017,2/10/2017 9:47,0
1202002017,2/13/2017 21:13,0
1202002017,2/10/2017 10:52,0
1202002017,2/7/2017 9:54,0
1202002017,2/5/2017 2:03,0
1202002017,2/7/2017 22:14,0
1202002017,2/10/2017 9:45,0
1202002017,2/6/2017 22:04,0
1202002017,2/13/2017 17:04,0
1202002017,2/10/2017 11:25,0
1202002017,2/13/2017 15:07,0
1202002017,2/10/2017 9:57,0
1202002017,2/6/2017 22:11,0
1202002017,2/9/2017 23:47,0
1202002017,2/12/2017 13:34,0
1202002017,2/5/2017 1:18,0
1202002017,2/6/2017 22:00,0
1202002017,2/12/2017 16:29,0
1202002017,2/7/2017 22:54,0
1202002017,2/8/2017 9:25,0
1202002017,2/12/2017 13:41,0
1202002017,2/7/2017 21:26,0
1202002017,2/5/2017 0:38,0
1202002017,2/12/2017 16:25,0
1202002017,2/4/2017 23:13,0
1202002017,2/8/2017 8:33,0
1202002017,2/3/2017 9:37,0
1202002017,2/13/2017 17:11,0
1202002017,2/12/2017 19:55,0
1202002017,2/13/2017 22:34,0
1202002017,2/12/2017 13:31,0
1202002017,2/13/2017 12:10,0
1202002017,2/3/2017 14:51,0
1202002017,2/2/2017 12:32,0
1202002017,2/5/2017 1:27,0
1202002017,2/2/2017 12:15,0
1202002017,2/14/2017 10:26,0
1202002017,2/6/2017 22:17,0
1202002017,2/3/2017 16:48,0
1202002017,2/11/2017 21:53,0
1202002017,2/3/2017 10:45,0
1202002017,2/4/2017 23:02,0
1202002017,2/10/2017 10:49,0
1202002017,2/13/2017 10:16,0
1202002017,2/7/2017 10:38,0
1202002017,2/13/2017 20:59,0
1202002017,2/2/2017 22:47,0
1202002017,2/13/2017 10:09,0
1202002017,2/13/2017 17:09,0
1202002017,2/13/2017 8:52,0
1202002017,2/13/2017 21:51,0
1202002017,2/9/2017 12:29,0
1202002017,2/3/2017 16:40,0
1202002017,2/12/2017 16:41,0
1202002017,2/1/2017 21:46,0
1202002017,2/12/2017 19:56,0
1202002017,2/13/2017 14:32,0
1202002017,2/12/2017 18:32,0
1202002017,2/2/2017 8:16,0
1202002017,2/15/2017 10:07,250
1202002017,2/15/2017 21:53,0
1202002017,2/15/2017 19:42,250
1202002017,2/15/2017 9:34,250
1202002017,2/15/2017 19:49,250
1202002017,2/2/2017 11:50,0
1202002017,2/15/2017 16:43,0
1202002017,2/15/2017 10:49,250
1202002017,2/2/2017 12:11,0
1202002017,2/2/2017 8:28,0
1202002017,2/14/2017 22:12,250
1202002017,2/2/2017 12:05,0
1202002017,2/15/2017 19:46,250
1202002017,2/4/2017 22:27,0
1202002017,2/14/2017 18:08,0
1202002017,2/1/2017 10:08,0
1202002017,2/2/2017 22:28,0
1202002017,2/15/2017 21:54,0
1202002017,2/9/2017 23:33,0
1202002017,2/10/2017 9:40,0
1202002017,2/10/2017 10:59,0
1202002017,2/4/2017 22:21,0
1202002017,2/11/2017 23:32,0
1202002017,2/5/2017 14:28,0
1202002017,2/5/2017 0:00,0
1202002017,2/13/2017 8:37,0
1202002017,2/11/2017 0:34,0
1202002017,2/4/2017 22:16,0
1202002017,2/15/2017 14:58,250
1202002017,2/14/2017 21:46,106
1202002017,2/2/2017 12:26,0
1202002017,2/2/2017 12:34,0
1202002017,2/15/2017 19:38,250
1202002017,2/15/2017 11:06,1176
1202002017,2/14/2017 21:46,0
1202002017,2/14/2017 10:54,0
1202002017,2/1/2017 12:22,0
1202002017,2/1/2017 21:58,0
1202002017,2/2/2017 9:59,0
1202002017,2/5/2017 0:17,0
1202002017,2/14/2017 22:56,250
1202002017,2/14/2017 20:18,0
1202002017,2/5/2017 15:32,0
1202002017,2/15/2017 20:21,250
1202002017,2/1/2017 21:49,0
1202002017,2/14/2017 23:59,250
1202002017,2/15/2017 19:31,250
1202002017,2/1/2017 21:51,0
1202002017,2/1/2017 15:42,0
1202002017,2/8/2017 8:43,0
1202002017,2/5/2017 20:53,0
1202002017,2/7/2017 11:04,0
1202002017,2/15/2017 20:27,250
1202002017,2/11/2017 23:21,0
1202002017,2/5/2017 22:07,0
1202002017,2/11/2017 15:59,0
1202002017,2/5/2017 20:44,0
1202002017,2/4/2017 22:09,0
1202002017,2/1/2017 17:27,0
1202002017,2/15/2017 14:34,250
1202002017,2/14/2017 18:07,0
1202002017,2/1/2017 17:27,0
1202002017,2/1/2017 17:35,0
1202002017,2/1/2017 17:35,0
1202002017,2/1/2017 10:09,0
1202002017,2/14/2017 10:26,0
1202002017,2/3/2017 9:03,0
1202002017,2/1/2017 21:40,0
1202002017,2/15/2017 16:28,250
1202002017,2/2/2017 11:17,0
1202002017,2/14/2017 10:36,0
1202002017,2/15/2017 16:10,250
1202002017,2/15/2017 19:58,866
1202002017,2/4/2017 22:54,0
1202002017,2/15/2017 22:47,250
1202002017,2/3/2017 10:48,0
1202002017,2/14/2017 15:30,0
1202002248,2/6/2017 14:50,0
1202002248,2/8/2017 6:37,500
1202002248,2/5/2017 20:44,158
1202002248,2/1/2017 18:38,0
1202002248,2/2/2017 11:00,0
1202002248,2/6/2017 14:49,263
1202002248,2/2/2017 10:55,0
1202002248,2/2/2017 10:57,0
1202002248,2/2/2017 11:02,0
1202002248,2/2/2017 10:56,0
1202002248,2/2/2017 10:30,342
1202002248,2/2/2017 14:07,0
1202002248,2/15/2017 16:22,0
1202002248,2/2/2017 10:55,0
1202002248,2/2/2017 10:56,0
1202002248,2/3/2017 19:14,606
1202002248,2/2/2017 14:11,0
1202002248,2/2/2017 10:56,0
1202002248,2/2/2017 10:59,0
1202002248,2/2/2017 14:10,0
1202002248,2/8/2017 15:08,0
1202002248,2/13/2017 9:31,300
1202002248,2/8/2017 8:33,158
1202002248,2/8/2017 8:49,4200
1202002248,2/13/2017 9:35,316
1202002248,2/13/2017 9:32,0
1202002248,2/12/2017 22:43,0
1202002248,2/13/2017 9:46,0
1202002248,2/5/2017 20:43,158
1202002248,2/4/2017 16:14,0
1202002248,2/8/2017 8:31,0
1202002248,2/13/2017 10:20,0
1202002248,2/8/2017 15:09,0
1202002248,2/2/2017 14:07,0
1202002248,2/12/2017 22:44,0
1202002248,2/13/2017 12:09,0
1202002248,2/13/2017 6:47,316
1202002248,2/2/2017 14:11,0
1202002248,2/2/2017 14:10,0
1202002248,2/13/2017 9:32,0
1202002248,2/13/2017 10:02,0
1202002248,2/2/2017 11:00,0
1202002248,2/13/2017 8:50,0
1202002248,2/2/2017 10:56,0
1202002248,2/8/2017 10:20,0
1202002248,2/8/2017 15:08,1343
1202002248,2/6/2017 14:49,0
1202002248,2/2/2017 10:55,0
1202002248,2/5/2017 6:52,1185
1202004016,2/2/2017 21:36,0
1202004016,2/1/2017 14:18,0
1202004016,2/1/2017 11:28,0
1202004016,2/3/2017 15:23,1055
1202004016,2/9/2017 19:25,0
1202004016,2/3/2017 9:15,0
1202004016,2/14/2017 13:20,0
1202004016,2/4/2017 14:12,0
1202004016,2/3/2017 9:13,0
1202004016,2/9/2017 16:05,0
1202004016,2/15/2017 13:27,0
1202004016,2/3/2017 15:38,0
1202004016,2/2/2017 12:14,0
1202004016,2/14/2017 15:08,0
1202004016,2/2/2017 18:02,0
1202004016,2/14/2017 15:20,0
1202004016,2/15/2017 13:12,0
1202004016,2/9/2017 17:10,0
1202004016,2/3/2017 7:30,0
1202004016,2/3/2017 15:49,0
1202004016,2/3/2017 9:01,0
1202004016,2/3/2017 15:38,0
1202004016,2/3/2017 7:32,0
1202004016,2/4/2017 10:10,0
1202004016,2/15/2017 3:30,0
1202004016,2/3/2017 9:11,0
1202004016,2/1/2017 11:28,0
1202004016,2/2/2017 12:23,1270
1202004016,2/9/2017 18:55,0
1202004016,2/9/2017 16:38,0
1202004016,2/5/2017 15:32,0
1202004016,2/2/2017 12:36,0
1202004016,2/2/2017 12:16,0
1202004016,2/1/2017 23:23,692
1202004016,2/3/2017 7:30,0
1202004016,2/14/2017 14:05,0
1202004016,2/5/2017 12:22,0
1202004016,2/4/2017 18:50,2196
1202004016,2/5/2017 17:54,0
1202004016,2/3/2017 13:35,0
1202004016,2/15/2017 11:57,0
1202004016,2/3/2017 9:12,0
1202004016,2/1/2017 23:23,75
1202004016,2/1/2017 23:14,0
1202004016,2/3/2017 15:23,0
1202004016,2/4/2017 20:43,0
1202004016,2/2/2017 21:36,0
1202004016,2/14/2017 21:25,0
1202004016,2/15/2017 15:05,0
1202004016,2/1/2017 4:10,0
1202004016,2/3/2017 7:32,0
1202004016,2/4/2017 9:18,0
1202004016,2/2/2017 12:20,0
1202004016,2/4/2017 20:43,0
1202004016,2/1/2017 13:04,0
1202004016,2/15/2017 14:42,0
1202004016,2/15/2017 11:42,0
1202004016,2/4/2017 14:12,0
1202004016,2/14/2017 14:36,0
1202004016,2/15/2017 12:42,0
1202004016,2/8/2017 9:53,0
1202004016,2/3/2017 13:38,0
1202004016,2/1/2017 9:24,0
1202004016,2/4/2017 9:48,0
1202004016,2/15/2017 15:05,0
1202004016,2/14/2017 11:48,0
1202004016,2/1/2017 1:15,0
1202004016,2/2/2017 19:09,518
1202004016,2/3/2017 13:36,0
1202004016,2/1/2017 12:41,0
1202004016,2/14/2017 11:05,0
1202004016,2/1/2017 18:06,296
1202004016,2/3/2017 12:36,0
1202004016,2/9/2017 14:18,0
1202004016,2/14/2017 13:05,0
1202004016,2/9/2017 13:02,0
1202004016,2/4/2017 9:20,20360
1202004016,2/14/2017 14:43,0
1202004016,2/1/2017 11:41,0
1202004016,2/4/2017 6:14,0
1202004016,2/3/2017 15:23,0
1202004016,2/5/2017 8:44,2432
1202004016,2/1/2017 10:58,0
1202004016,2/1/2017 13:04,0
1202004016,2/5/2017 12:22,0
1202004016,2/1/2017 4:10,0
1202004016,2/4/2017 14:12,0
1202004016,2/1/2017 11:24,567
1202004016,2/15/2017 10:27,0
1202004016,2/14/2017 12:35,0
1202004016,2/1/2017 4:20,0
1202004016,2/2/2017 19:40,299
1202004016,2/3/2017 9:17,0
1202004016,2/14/2017 12:05,0
1202004016,2/9/2017 12:32,0
1202004016,2/1/2017 6:01,5000
1202004016,2/15/2017 4:07,0
1202004016,2/15/2017 11:27,0
1202004016,2/9/2017 19:10,0
1202004016,2/1/2017 14:17,0
1202004016,2/5/2017 12:22,0
1202004016,2/2/2017 12:16,10000
1202004016,2/4/2017 20:43,0
1202004016,2/15/2017 12:12,0
1202004016,2/3/2017 9:13,0
1202004016,2/15/2017 22:18,0
1202004016,2/4/2017 12:04,0
1202004016,2/4/2017 6:14,0
1202004016,2/15/2017 16:53,0
1202004016,2/9/2017 12:26,0
1202004016,2/14/2017 11:31,0
1202004016,2/2/2017 12:36,0
1202004016,2/9/2017 13:17,0
1202004016,2/14/2017 14:29,0
1202004016,2/14/2017 0:41,0
1202004016,2/13/2017 21:29,0
1202004016,2/9/2017 10:25,0
1202004016,2/12/2017 19:26,0
1202004016,2/8/2017 7:14,0
1202004016,2/11/2017 22:34,0
1202004016,2/11/2017 22:34,0
1202004016,2/12/2017 20:42,0
1202004016,2/13/2017 22:39,0
1202004016,2/4/2017 12:04,0
1202004016,2/13/2017 14:07,0
1202004016,2/11/2017 11:38,0
1202004016,2/9/2017 6:12,0
1202004016,2/13/2017 21:54,0
1202004016,2/10/2017 21:19,0
1202004016,2/11/2017 22:34,0
1202004016,2/12/2017 20:31,0
1202004016,2/11/2017 22:34,0
1202004016,2/10/2017 13:49,0
1202004016,2/11/2017 22:34,0
1202004016,2/3/2017 15:20,370
1202004016,2/8/2017 20:10,0
1202004016,2/10/2017 6:14,0
1202004016,2/9/2017 4:26,0
1202004016,2/11/2017 19:23,0
1202004016,2/11/2017 22:34,0
1202004016,2/11/2017 22:34,0
1202004016,2/3/2017 9:14,0
1202004016,2/11/2017 22:34,0
1202004016,2/14/2017 4:30,0
1202004016,2/13/2017 0:00,0
1202004016,2/11/2017 2:51,0
1202004016,2/12/2017 17:23,0
1202004016,2/14/2017 10:02,0
1202004016,2/11/2017 22:34,0
1202004016,2/14/2017 6:15,0
1202004016,2/14/2017 5:45,0
1202004016,2/10/2017 9:29,0
1202004016,2/4/2017 14:12,0
1202004016,2/10/2017 4:29,0
1202004016,2/11/2017 22:34,0
1202004016,2/11/2017 22:34,0
1202004016,2/11/2017 22:34,0
1202004016,2/10/2017 19:48,0
1202004016,2/13/2017 11:39,0
1202004016,2/3/2017 21:39,0
1202004016,2/13/2017 2:30,0
1202004016,2/3/2017 13:32,0
1202004016,2/11/2017 22:34,0
1202004016,2/13/2017 22:24,0
1202004016,2/2/2017 12:21,0
1202004016,2/13/2017 19:07,0
1202004016,2/10/2017 2:43,0
1202004016,2/2/2017 15:09,0
1202004016,2/8/2017 9:53,0
1202004016,2/4/2017 19:04,0
1202004016,2/4/2017 12:04,0
1202004016,2/5/2017 15:32,0
1202004016,2/3/2017 9:12,0
1202004016,2/3/2017 7:32,0
1202004016,2/14/2017 11:20,0
1202004016,2/3/2017 7:32,0
1202004016,2/3/2017 12:47,0
1202004016,2/1/2017 19:45,0
1202004016,2/1/2017 17:39,0
1202004016,2/1/2017 18:06,0
1202004016,2/1/2017 18:06,0
1202004016,2/1/2017 5:08,0
1202004016,2/1/2017 5:29,0
1202004016,2/15/2017 14:12,0
1202004016,2/5/2017 12:22,0
1202004016,2/3/2017 9:13,0
1202004016,2/9/2017 15:50,0
1202004016,2/4/2017 12:04,0
1202004016,2/1/2017 13:04,0
1202004016,2/4/2017 19:07,0
1202004016,2/4/2017 20:43,0
1202004016,2/1/2017 5:08,0
1202004016,2/1/2017 12:41,0
1202004016,2/2/2017 12:23,0
1202004016,2/15/2017 14:57,0
1202004016,2/2/2017 21:36,0
1202004016,2/14/2017 14:37,0
1202004016,2/3/2017 13:36,0
1202004016,2/1/2017 4:10,0
1202004016,2/14/2017 14:43,0
1202004016,2/13/2017 3:30,0
1202004016,2/11/2017 22:34,0
1202004016,2/14/2017 11:50,0
1202004016,2/3/2017 7:30,0
1202004016,2/3/2017 21:40,0
1202004016,2/14/2017 12:20,0
1202004016,2/3/2017 15:38,0
1202004016,2/1/2017 8:18,0
1202004016,2/14/2017 14:29,0
1202004016,2/4/2017 20:43,0
1202004016,2/14/2017 10:02,0
1202004016,2/2/2017 12:16,0
1202004016,2/9/2017 12:47,0
1202004016,2/14/2017 14:29,0
1202004016,2/2/2017 21:36,0
1202004016,2/2/2017 15:09,0
1202004016,2/3/2017 9:18,0
1202004016,2/2/2017 19:14,592
1202004016,2/3/2017 15:37,0
1202004016,2/1/2017 8:18,0
1202004016,2/3/2017 7:30,0
1202004016,2/2/2017 21:36,0
1202004016,2/3/2017 7:32,0
1202004016,2/1/2017 17:39,0
1202004016,2/4/2017 20:43,0
1202004016,2/3/2017 15:49,0
1202004016,2/3/2017 15:37,0
1202004016,2/14/2017 21:41,0
1202004016,2/4/2017 20:43,0
1202004016,2/9/2017 8:11,0
1202004016,2/6/2017 19:23,0
1202004016,2/6/2017 19:23,0
1202004016,2/8/2017 7:14,0
1202004016,2/1/2017 13:04,0
1202004016,2/6/2017 2:24,0
1202004016,2/5/2017 15:32,0
1202004016,2/6/2017 18:21,0
1202004016,2/5/2017 11:43,0
1202004016,2/3/2017 21:39,0
1202004016,2/7/2017 21:24,0
1202004016,2/5/2017 12:22,0
1202004016,2/6/2017 17:14,0
1202004016,2/8/2017 9:53,0
1202004016,2/11/2017 5:23,0
1202004016,2/5/2017 17:54,0
1202004016,2/5/2017 17:54,0
1202004016,2/6/2017 19:23,0
1202004016,2/8/2017 18:22,0
1202004016,2/3/2017 21:39,0
1202004016,2/6/2017 18:38,0
1202004016,2/6/2017 19:23,0
1202004016,2/9/2017 1:55,0
1202004016,2/8/2017 7:14,0
1202004016,2/8/2017 7:14,0
1202004016,2/3/2017 19:47,0
1202004016,2/5/2017 12:17,0
1202004016,2/5/2017 15:32,0
1202004016,2/5/2017 17:54,0
1202004016,2/1/2017 17:44,0
1202004016,2/10/2017 1:42,0
1202004016,2/8/2017 18:22,0
,1/1/1900 15:07,
,1/1/1900 13:03,
,1/1/1900 15:02,
,1/1/1900 15:22,
,1/1/1900 14:12,
,1/1/1900 20:17,
,1/1/1900 21:15,
,1/1/1900 12:44,
,1/1/1900 19:17,
,1/1/1900 10:19,
,1/1/1900 14:09,
,1/1/1900 23:05,
,1/1/1900 22:12,
,1/1/1900 17:35,
,1/1/1900 22:16,
,1/1/1900 17:21,
1,1/1/1900 10:47,
1,1/1/1900 10:47,
1,1/1/1900 20:54,
1202024636,2/3/2017 12:08,0
1202024636,2/7/2017 19:59,0
1202024636,2/6/2017 16:04,0
1202024636,2/7/2017 19:59,0
1202024636,2/7/2017 8:43,0
,1/1/1900 15:13,
,1/1/1900 10:09,
1202036715,2/9/2017 20:19,250
1202036715,2/11/2017 22:23,0
1541,1/1/1900 1:01,577
9256,1/1/1900 1:01,662
61,1/1/1900 1:01,10000
7137,1/1/1900 1:00,20472
7393,1/1/1900 1:00,16716
1202037574,2/14/2017 22:40,0
1202037574,2/14/2017 12:02,0
1202037574,2/2/2017 17:20,0
1202037574,2/8/2017 20:34,0
1202037574,2/1/2017 22:48,31
1202037574,2/4/2017 12:06,0
1202037574,2/1/2017 22:48,70
1202037574,2/1/2017 20:38,0
1202037574,2/15/2017 17:13,0
1202037574,2/15/2017 17:13,0
1202037574,2/8/2017 20:34,0
1202037574,2/4/2017 12:06,0
1202037574,2/15/2017 17:13,0
1202037574,2/14/2017 12:02,0
1202037574,2/8/2017 20:34,0
1202037574,2/1/2017 18:42,192
1202037574,2/2/2017 19:47,20
1202037574,2/15/2017 21:49,0
1202037574,2/8/2017 20:34,0
1202037574,2/14/2017 13:19,0
1202037574,2/15/2017 17:13,0
1202037574,2/3/2017 20:53,25000
1202037574,2/15/2017 17:13,30
,1/1/1900 19:08,
,1/1/1900 14:16,
,1/1/1900 23:43,
,1/1/1900 16:21,
,1/1/1900 14:21,
,1/1/1900 10:21,
1202053742,2/4/2017 15:27,0
1202053742,2/10/2017 14:11,0
,1/1/1900 10:42,
,1/1/1900 23:24,
,1/1/1900 20:24,
,1/1/1900 20:00,
,1/1/1900 20:00,
,1/1/1900 14:36,
,1/1/1900 10:53,
,1/1/1900 10:58,
,1/1/1900 20:00,
,1/1/1900 20:00,
,1/1/1900 20:00,
,1/1/1900 12:08,
,1/1/1900 20:00,
,1/1/1900 13:57,
,1/1/1900 20:00,
,1/1/1900 20:00,
,1/1/1900 20:00,
,1/1/1900 16:25,
,1/1/1900 20:00,
,1/1/1900 16:54,
,1/1/1900 20:00,
3367,1/1/1900 1:01,1
7784,1/1/1900 1:01,1
2525,1/1/1900 1:01,1
1206,1/1/1900 1:01,1
8612,1/1/1900 1:01,1
2284,1/1/1900 1:01,9
7576,1/1/1900 1:01,646
209,1/1/1900 1:01,1
687,1/1/1900 1:01,646
6585,1/1/1900 1:01,1
5643,1/1/1900 1:01,246
1202095623,2/5/2017 20:25,0
1202095623,2/6/2017 19:52,0
1202095623,2/9/2017 22:02,0
1202095623,2/8/2017 20:17,0
1202095623,2/4/2017 23:31,0
1202095623,2/5/2017 22:06,0
1202095623,2/6/2017 6:07,0
1202095623,2/5/2017 20:48,0
1202095623,2/7/2017 13:29,0
1202095623,2/12/2017 17:03,0
1202095623,2/7/2017 21:29,0
1202095623,2/6/2017 5:35,0
1202095623,2/10/2017 7:20,0
1202095623,2/5/2017 22:02,0
1202095623,2/7/2017 14:39,0
1202095623,2/11/2017 22:51,0
1202095623,2/7/2017 22:05,0
1202095623,2/13/2017 12:50,0
1202095623,2/12/2017 19:21,0
1202095623,2/5/2017 14:14,0
1202095623,2/6/2017 13:41,0
1202095623,2/12/2017 20:27,0
1202095623,2/13/2017 21:05,0
1202095623,2/11/2017 12:44,0
1202095623,2/5/2017 20:26,0
1202095623,2/6/2017 23:46,0
1202095623,2/4/2017 12:07,0
1202095623,2/5/2017 22:57,0
1202095623,2/12/2017 19:22,0
1202095623,2/6/2017 9:42,0
1202095623,2/8/2017 22:28,0
1202095623,2/11/2017 12:41,355
1202095623,2/13/2017 20:11,0
,1/1/1900 22:57,45793
,1/1/1900 14:39,
,1/1/1900 12:49,
,1/1/1900 11:41,
,1/1/1900 10:11,
,1/1/1900 13:14,
,1/1/1900 13:14,
,1/1/1900 23:01,
,1/1/1900 21:32,
,1/1/1900 22:42,
,1/1/1900 20:22,
,1/1/1900 22:52,
,1/1/1900 21:22,
,1/1/1900 23:12,
,1/1/1900 21:42,
,1/1/1900 21:52,
,1/1/1900 11:06,
,1/1/1900 16:32,
,1/1/1900 10:32,
,1/1/1900 16:02,
1202117252,2/14/2017 11:07,0
1202117252,2/9/2017 14:54,0
1202117252,2/14/2017 18:58,0
1202117252,2/15/2017 14:53,2900
1202117252,2/14/2017 14:54,2900
1202117252,2/2/2017 16:00,2900
1202117252,2/15/2017 14:41,0
1202117252,2/15/2017 21:03,0
1202117252,2/2/2017 12:04,0
1202117252,2/15/2017 16:39,0
1202117252,2/4/2017 16:00,0
1202117252,2/15/2017 15:50,0
1202117252,2/14/2017 14:54,0
1202117252,2/14/2017 19:57,0
1202117252,2/1/2017 10:00,0
1202117252,2/3/2017 11:31,0
1202117252,2/15/2017 14:44,0
1202117252,2/9/2017 13:12,0
1202117252,2/15/2017 14:54,0
1202117252,2/15/2017 16:17,0
1202117252,2/5/2017 14:53,0
1202117252,2/15/2017 17:24,0
1202117252,2/8/2017 9:45,0
1202117252,2/3/2017 16:13,0
1202117252,2/6/2017 18:09,0
1202117252,2/7/2017 14:52,0
1202117252,2/8/2017 10:47,0
1202117252,2/4/2017 17:19,0
1202117252,2/9/2017 17:06,0
1202117252,2/5/2017 14:53,0
1202117252,2/5/2017 14:53,0
1202117252,2/3/2017 11:33,0
1202117252,2/2/2017 8:39,0
1202117252,2/15/2017 8:29,0
1202117252,2/15/2017 17:22,0
1202117252,2/9/2017 12:17,0
1202117252,2/15/2017 15:51,0
1202117252,2/1/2017 16:00,0
1202117252,2/5/2017 12:18,0
1202117252,2/14/2017 10:47,0
1202117252,2/14/2017 10:45,0
1202117252,2/14/2017 11:09,0
1202117252,2/15/2017 16:15,0
1202117252,2/14/2017 11:08,0
1202117252,2/14/2017 18:54,0
1202117252,2/2/2017 8:10,0
1202117252,2/15/2017 8:33,0
1202117252,2/1/2017 11:21,0
1202117252,2/3/2017 11:29,0
1202117252,2/15/2017 8:28,0
1202117252,2/3/2017 21:20,0
1202117252,2/15/2017 13:20,0
1202117252,2/15/2017 13:57,0
1202117252,2/15/2017 16:13,0
1202117252,2/14/2017 15:49,0
1202117252,2/14/2017 16:16,0
1202117252,2/14/2017 20:24,0
1202117252,2/15/2017 16:36,0
1202117252,2/12/2017 10:43,0
1202117252,2/14/2017 9:15,0
1202117252,2/6/2017 14:54,0
1202117252,2/13/2017 14:44,0
1202117252,2/11/2017 21:26,0
1202117252,2/7/2017 20:46,0
1202117252,2/12/2017 14:24,0
1202117252,2/13/2017 20:57,0
1202117252,2/8/2017 21:29,0
1202117252,2/13/2017 21:27,0
1202117252,2/13/2017 9:17,0
1202117252,2/5/2017 8:53,0
